@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10}

@data
298,'2016/07/31 16:12:03:911',4,12.419143,663.795715,-64.788445,17.929489,2.199936,-0.337596,-2.450389,-1.416992,3.485673,0.817246,-1.940638,2.470572,2.70172,-1.24699,-0.978812,0.386901,-0.353154,-0.850486,-0.665917,-0.533311,-0.303231,-0.335606,-0.519241,-0.329797,0.183685,0.467979,3
299,'2016/07/31 16:12:03:921',4,12.689457,702.406433,-60.827583,18.589695,1.438132,0.660946,-1.683501,-0.869238,3.152035,-0.416999,-2.823139,2.852413,3.420464,-0.909553,-1.113198,-0.695439,-0.27866,-0.56834,-1.184086,0.474991,0.18876,-1.095495,-0.370974,0.197804,0.234906,0.307972,3
300,'2016/07/31 16:12:03:931',4,12.851936,766.634094,-58.508011,18.772938,0.626545,0.838916,-2.263691,-0.752841,3.609472,-1.234127,-2.711253,3.237714,3.190987,-0.603366,-0.95413,-0.524459,0.004322,-0.723256,-1.149251,0.522618,-0.049455,-1.260264,-0.435666,0.229712,0.068431,-0.06288,3
301,'2016/07/31 16:12:03:941',4,11.365141,726.222534,-55.257217,20.010881,-0.286921,-0.047315,-2.411892,-0.103352,3.824686,-1.077301,-2.4341,2.123035,2.980709,-0.340582,-1.553628,0.355759,0.232638,-1.371015,-0.638755,0.575541,-0.503638,-1.376002,-0.426935,0.671495,0.279737,-0.447303,3
302,'2016/07/31 16:12:03:951',4,11.201092,580.888855,-54.630642,21.39554,0.383901,-0.599085,-1.87879,-0.435108,3.544461,-0.426826,-2.752968,2.446083,3.715891,-0.589654,-1.269698,0.227055,-0.75172,-0.894194,-0.351113,0.326478,-0.661746,-1.593704,-0.63942,0.959397,0.449752,-0.627377,3
303,'2016/07/31 16:12:03:961',4,11.65368,627.784363,-52.724129,21.227703,0.119246,0.059666,-2.410606,-0.49068,3.208547,-1.186986,-2.696832,3.100406,3.821276,-0.545319,-0.945282,-0.531314,-0.745255,-0.253254,-0.482527,0.662127,-0.76484,-2.158218,-0.514919,0.844594,0.347695,-0.18009,3
304,'2016/07/31 16:12:03:971',4,11.943552,678.06311,-51.369259,21.091455,-0.64108,0.163665,-2.133612,-0.248275,3.427756,-1.120955,-3.25353,2.364366,3.768655,-1.020228,-0.530312,0.378316,-0.78937,-0.528931,-1.176064,0.397096,0.173447,-1.746396,-0.088633,0.669258,-0.57764,0.164337,3
305,'2016/07/31 16:12:03:981',4,11.667809,772.301453,-50.262989,20.090906,-1.072884,1.267234,-2.7645,0.115381,3.68603,-0.658347,-2.755609,1.8533,3.764027,-0.651839,0.013479,0.446073,-1.217517,-0.457157,-1.053353,-0.16807,-0.169644,-1.592397,-0.119289,0.46251,-0.328107,0.188056,3
306,'2016/07/31 16:12:03:991',4,10.911263,808.322144,-48.643646,20.531366,-1.013951,1.8957,-2.804729,-0.447997,3.366734,-1.012375,-3.166235,1.836552,4.000913,-0.263355,-0.710461,-0.126613,-0.765704,-0.714665,-0.73516,0.197255,-0.342926,-0.916973,-0.281439,0.254387,0.002089,-0.286639,3
307,'2016/07/31 16:12:04:001',4,10.938084,805.687927,-48.52586,21.182541,-1.257987,1.192163,-2.148994,-0.94708,3.543968,-0.299905,-3.65613,2.266009,3.742795,-0.58065,0.026417,-0.490799,-0.595651,-0.333251,-1.479769,0.421742,-0.14169,-1.168794,-0.13052,0.212668,-0.297343,-0.061939,3
308,'2016/07/31 16:12:04:011',4,12.217707,804.001892,-48.389355,20.162142,-1.132602,1.412984,-1.441571,0.251492,3.173391,0.117941,-3.725496,2.116978,3.331679,-1.336089,0.781001,-0.366727,-0.44073,-0.69823,-1.456929,0.461854,-0.385878,-1.15309,-0.093277,0.557068,-0.271359,0.250638,3
309,'2016/07/31 16:12:04:021',4,10.944241,895.476135,-48.762005,20.59642,-1.700735,1.95296,-0.961257,-1.19571,3.404371,-0.465407,-3.248497,2.723455,3.648753,-0.899915,0.198544,-0.204432,-1.317678,-0.61292,-1.043214,0.640804,-0.029298,-1.929338,-0.004495,0.47822,-0.925756,0.584644,3
310,'2016/07/31 16:12:04:031',4,9.333101,1041.120239,-47.332092,20.344038,-1.73291,2.45907,-1.093102,-0.853173,3.282045,-0.890137,-2.961288,2.189907,3.890334,-1.232613,-0.551173,0.113124,-1.079459,-0.893561,-0.931851,1.043997,0.253261,-1.91955,0.086842,0.631554,-0.772952,0.358525,3
311,'2016/07/31 16:12:04:041',4,8.725461,1002.820435,-48.581047,21.541676,-2.483105,1.685524,0.230043,-1.878136,3.624578,0.813973,-2.699376,2.873783,2.980953,-1.921464,-0.809313,-0.142338,-0.602612,-0.790449,-1.040487,1.114596,0.15083,-1.469271,-0.110604,0.241358,-0.261629,0.141924,3
312,'2016/07/31 16:12:04:051',4,10.400928,870.401855,-49.938889,20.356707,-1.411296,2.791598,-1.022782,-1.491356,4.083679,0.119383,-1.848443,4.430025,3.199958,-1.693855,-1.010226,-1.362711,-0.87992,-0.1486,-1.002406,0.130903,-0.141935,-0.633004,-0.050772,-0.194378,-0.084295,0.641405,3
313,'2016/07/31 16:12:04:061',4,10.503423,907.098022,-46.590797,21.158678,-2.257271,2.766699,-1.166823,-0.675359,4.490221,-0.232437,-3.130048,2.611269,3.452417,-1.354495,-0.908301,-0.478842,-1.132674,-0.661392,-1.383142,0.69187,0.951403,-1.277179,0.354786,0.572211,-0.911227,0.354568,3
314,'2016/07/31 16:12:04:071',4,11.642023,767.792603,-47.353737,21.963213,-1.827114,1.888061,-1.34316,-1.075188,4.219533,-0.133129,-2.629941,2.929071,3.328012,-1.038069,-0.706208,-0.477679,-0.985637,-0.25504,-1.387751,0.281198,0.860012,-1.538607,-0.052323,0.41751,-0.828365,0.435702,3
315,'2016/07/31 16:12:04:081',4,11.415608,778.628662,-48.76873,21.073261,-0.551302,3.086148,-0.998244,-1.936906,3.234219,-0.237352,-3.034442,3.527374,3.571902,-0.817883,-1.646145,-0.342392,-0.266891,-0.831541,-0.48311,0.128826,0.18161,-0.873571,0.050469,-0.057851,-0.726388,-0.334189,3
316,'2016/07/31 16:12:04:091',4,8.550516,1001.114563,-47.390488,21.270121,-1.883493,2.973427,-1.039618,-2.511964,4.44152,0.217935,-2.893747,3.440943,3.266207,-1.144383,-1.787944,-0.723457,-0.265114,-0.868302,-1.171413,0.785259,0.570264,-1.240046,0.390874,0.744114,-0.735313,-0.126472,3
317,'2016/07/31 16:12:04:101',4,10.280201,766.234619,-48.801155,21.801571,-0.31503,2.110117,-2.66435,-0.92731,4.00224,-1.448051,-2.636663,3.098898,3.376749,-0.77446,-1.222669,-0.534923,-0.720598,-0.359471,-0.687422,0.232312,0.40373,-0.377314,0.426495,-0.20261,-1.15172,-0.239959,3
318,'2016/07/31 16:12:04:111',4,9.949656,692.129822,-47.757202,22.724377,-1.513844,1.087309,-1.817925,-1.809436,3.804564,-0.947294,-3.473974,3.414176,4.129143,-0.667216,-1.650038,-0.667844,-0.492974,-0.822397,-0.647199,0.566153,0.258115,-0.958978,-0.12276,0.590836,-0.203569,-0.32109,3
319,'2016/07/31 16:12:04:121',4,9.487252,822.79126,-47.848694,20.655104,-1.974378,0.91955,-2.805664,-0.53263,3.896223,-0.965145,-3.540292,2.484728,3.230731,-0.360308,-0.408741,-0.19075,-0.378166,-0.693491,-0.930891,0.897271,0.874708,-1.258653,0.064913,0.764915,-0.912847,-1.065949,3
320,'2016/07/31 16:12:04:131',4,7.027968,1167.627319,-49.804008,20.398071,-2.44809,1.315966,-2.284302,-3.080301,3.133636,-0.535964,-4.267167,3.171243,4.438394,-1.160464,-1.216256,-0.136054,0.120474,-0.729078,-0.821692,1.349168,0.0278,-1.752869,0.030388,0.988961,-0.273492,-0.392191,3
321,'2016/07/31 16:12:04:141',4,5.646266,1357.26416,-49.594372,19.537222,-2.541953,1.374523,-2.530499,-2.924646,3.261851,-0.629844,-5.088237,2.535079,3.642106,-0.890705,-0.808703,0.125667,-0.192741,-0.236377,-0.227579,1.005884,0.653078,-1.925467,0.367723,0.972645,-0.961038,-0.200545,3
322,'2016/07/31 16:12:04:151',4,7.261315,1116.169189,-49.531483,18.95516,-3.55878,0.706345,-3.371494,-3.053236,2.327418,-0.714417,-3.405281,3.037583,4.829903,0.036868,-0.215134,0.534125,-0.652791,-1.243464,-0.770213,0.91051,0.18031,-1.283769,0.186337,0.193006,-1.148304,-0.646576,3
323,'2016/07/31 16:12:04:161',4,17.311815,665.958008,-48.74733,19.490931,-3.502667,-1.384849,-4.425114,-1.700053,3.173039,0.013236,-2.352602,3.608713,3.241763,-0.521905,1.17453,0.400091,-1.11204,-1.175664,-1.573275,0.739039,1.018525,-1.299145,0.180464,0.59088,-1.039234,-0.170127,3
324,'2016/07/31 16:12:04:171',4,14.444771,693.46582,-48.188797,21.184469,-2.304711,0.138844,-3.523141,-2.994869,3.046863,-1.006807,-3.213991,3.431289,3.277751,-0.749072,-0.509518,-0.199839,-0.527442,-1.036513,-1.18833,0.875947,0.350074,-0.854012,0.228163,0.566382,-0.40214,-0.241071,3
325,'2016/07/31 16:12:04:181',4,13.356861,694.671936,-48.10199,20.25452,-3.297702,0.000662,-3.932003,-2.873642,2.822581,-0.210533,-1.675541,2.497715,2.689853,-0.576323,-0.889308,1.197068,0.168481,-1.89658,-0.853006,0.974652,0.45352,-0.303346,0.155554,0.685921,0.221978,-0.088185,3
326,'2016/07/31 16:12:04:191',4,13.441957,734.428955,-49.263065,19.957525,-1.08899,1.361129,-4.836764,-3.086341,2.303785,-1.843128,-2.39442,3.446912,2.104865,-1.101945,-0.291809,0.357622,-0.191493,-1.326531,-1.467789,0.382587,0.711036,-0.496418,0.279339,0.494407,-0.449428,-0.390233,3
327,'2016/07/31 16:12:04:201',4,23.183199,455.495331,-53.037888,20.37878,0.175764,0.727152,-4.676244,-3.664029,1.921787,-1.677351,-2.752547,3.340616,2.926791,-1.084401,-0.990862,-0.268186,0.206894,-0.755007,-1.40278,0.39445,0.792356,0.372352,1.023952,0.969963,-0.262582,-0.675113,3
328,'2016/07/31 16:12:04:211',4,21.045448,468.07724,-51.74826,21.484465,-0.585259,0.043272,-3.967746,-3.342058,2.101011,-2.018025,-3.283043,2.615463,3.586999,0.056568,-1.464974,-0.256879,-0.206607,-1.412697,-0.851565,0.751858,0.418543,-0.810525,-0.229561,0.674711,0.03624,-0.469356,3
329,'2016/07/31 16:12:04:221',4,18.802618,544.96344,-53.79541,19.754223,-0.56162,1.134705,-4.059086,-3.890435,2.005873,-2.781935,-3.8637,3.120161,3.130488,-0.858637,-1.336536,-0.345717,-0.296071,-1.041549,-1.28641,0.055372,0.522678,0.334668,1.102627,0.577456,-0.687822,-0.326429,3
330,'2016/07/31 16:12:04:231',4,19.372368,475.23938,-52.228226,20.833988,-0.746822,-0.429447,-3.813072,-3.1774,2.298805,-1.559093,-3.8874,2.591207,2.778979,-0.482387,-1.121324,0.507632,0.173103,-1.397657,-0.463633,-0.019606,-0.428871,-0.617117,0.460663,0.445349,-0.279912,-0.124134,3
331,'2016/07/31 16:12:05:711',4,34.40918,992.809998,-95.716667,0,-0.000001,0.000002,-0.000005,-0.000004,-0.000005,0.000003,0.00001,-0.000002,-0.000001,-0.000001,-0.000009,-0.000003,0,0,0.000009,-0.000018,0,-0.000003,-0.000023,0.000003,0,-0.000017,3
332,'2016/07/31 16:12:05:721',4,27.243351,555.601013,-91.218201,3.652926,1.678324,-0.215614,-1.117124,-0.96041,-0.311695,0.224967,0.39875,0.293354,0.098362,-0.054683,-0.1276,-0.139476,-0.1227,-0.097038,-0.06659,-0.031624,0.002512,0.023586,0.023868,0.008991,-0.005929,-0.008767,3
333,'2016/07/31 16:12:05:731',4,25.787622,507.229523,-81.766624,11.020959,4.710887,-0.585909,-2.421228,-1.292635,0.562095,1.485333,1.401099,0.944369,0.300898,-0.327856,-0.497276,-0.349652,-0.244282,-0.242694,-0.372257,-0.513209,-0.507926,-0.423078,-0.272668,0.028473,0.325651,0.309903,3
334,'2016/07/31 16:12:05:741',4,28.829451,545.874084,-70.175056,16.956806,4.81391,-1.836491,-3.898682,-1.340067,1.60539,1.560297,0.086399,1.931335,1.91744,-0.970362,-0.800858,0.121407,-0.826278,-0.383273,0.000818,-1.019737,-0.625178,-0.159881,-0.374128,-0.259769,0.298647,0.150571,3
335,'2016/07/31 16:12:05:751',4,25.244427,482.956909,-65.929237,19.00198,4.178069,-2.473041,-3.875766,-1.532905,2.015306,1.307368,-0.615306,2.690668,2.217946,-1.434621,-0.953932,0.594394,-0.430491,-0.491415,-0.089659,-1.283545,-0.908363,-0.035891,-0.414535,-0.32332,0.204643,0.048219,3
336,'2016/07/31 16:12:05:761',4,20.3687,441.64209,-64.84549,19.497318,4.299132,-2.268419,-3.871168,-1.257045,1.787112,1.084582,-0.50564,2.493519,2.148273,-2.105855,-1.259171,0.606743,-0.770139,-0.432829,-0.052991,-1.240157,-0.846,0.108271,-0.001826,0.072917,0.434088,0.078706,3
337,'2016/07/31 16:12:05:771',4,17.196163,442.148621,-62.290939,20.706383,4.554263,-1.478332,-3.756997,-1.762419,2.000845,1.12737,-1.019295,2.516118,2.4472,-2.325873,-1.473841,0.341582,-0.877343,-0.179916,0.147083,-1.253483,-0.974382,0.302187,0.195371,0.230156,0.482893,0.088311,3
338,'2016/07/31 16:12:05:781',4,28.131775,500.897095,-59.857147,20.671284,5.517531,-2.282803,-4.419728,-0.580243,1.092455,1.949247,-1.703707,2.466287,2.899678,-2.006021,-1.124673,-0.030282,-0.54445,-0.296779,0.048563,-1.354128,-0.871697,0.258818,0.068341,-0.080127,0.422581,-0.075349,3
339,'2016/07/31 16:12:05:791',4,26.0144,449.979218,-58.556969,21.394943,4.121203,-2.375487,-4.08008,-1.387182,1.852791,1.276583,-1.641826,2.752461,3.228259,-2.508097,-0.85197,0.624556,-0.617614,-0.538583,-0.202969,-1.198855,-1.183772,0.194474,-0.200246,0.069343,0.22469,-0.349717,3
340,'2016/07/31 16:12:05:801',4,20.171675,446.735291,-58.631687,21.745508,3.660429,-2.09821,-3.648454,-1.705774,2.193562,1.232131,-1.649163,3.312505,3.264327,-2.339955,-1.468184,0.884773,-0.381778,-0.683634,-0.041347,-1.550965,-1.040597,0.089712,-0.051191,0.080138,0.24423,-0.252176,3
341,'2016/07/31 16:12:05:811',4,18.444605,449.854279,-56.91433,21.998405,3.386415,-1.956758,-3.447048,-0.825185,1.845956,0.820693,-1.280287,3.583046,3.126613,-3.168948,-1.288358,1.003233,-0.310547,-0.593779,-0.390528,-1.253634,-1.12124,-0.010731,0.30843,0.527094,0.235812,-0.225429,3
342,'2016/07/31 16:12:05:821',4,15.016288,427.278198,-56.065304,22.095955,3.543344,-2.087354,-4.013905,-0.682535,1.378754,0.687992,-0.985647,3.110921,2.985851,-3.167359,-1.439569,1.422286,-1.097222,-0.472175,0.130168,-1.436733,-0.93131,-0.264447,0.692765,0.331249,0.00389,-0.075032,3
343,'2016/07/31 16:12:05:831',4,19.775837,439.376343,-55.076595,22.870832,3.310521,-2.473629,-3.946379,-1.275565,2.39697,0.689934,-1.556806,3.682785,3.085771,-3.040851,-0.99113,0.893328,-0.576099,-0.812152,-0.128454,-0.76218,-1.187908,-0.410302,0.336754,0.308346,-0.157797,-0.301396,3
344,'2016/07/31 16:12:05:841',4,29.326529,456.102844,-54.683918,22.813025,3.766173,-2.951656,-3.718831,-0.985332,2.578184,0.385744,-1.138457,3.724793,3.013855,-3.038568,-0.956603,0.807849,-0.70104,-0.773394,-0.021741,-1.140266,-0.820715,-0.456871,0.23917,0.355602,-0.047552,-0.300778,3
345,'2016/07/31 16:12:05:851',4,24.85247,456.819336,-54.338482,22.357603,3.479963,-3.406471,-3.532524,0.116361,1.725895,0.942599,-2.272457,4.196937,2.599942,-2.797992,-0.937659,0.270664,-0.620374,-0.89646,0.217221,-0.776283,-0.9163,-0.536154,0.139135,0.13741,0.610507,0.049406,3
346,'2016/07/31 16:12:05:861',4,49.768177,608.256531,-53.338997,21.535828,4.221469,-3.769802,-2.970162,-0.282217,2.41047,0.432728,-1.853915,3.099303,2.764732,-2.801775,-0.455693,0.692188,-0.695496,-1.008708,-0.056275,-0.65339,-0.703889,-0.36122,0.134031,0.125927,0.124639,-0.013009,3
347,'2016/07/31 16:12:05:871',4,36.543228,508.444397,-54.304295,22.832571,3.194281,-2.89911,-3.246756,-0.15144,2.591954,0.4702,-2.093914,2.936874,2.848846,-2.657439,-0.190293,0.909878,-0.826515,-1.255854,-0.289683,-0.296258,-0.67323,-0.305116,-0.073805,0.113734,0.204338,-0.249292,3
348,'2016/07/31 16:12:05:881',4,35.168736,475.344543,-53.853191,23.166279,2.841142,-3.28272,-3.814547,-0.237516,2.383856,0.017269,-1.278066,2.646877,2.96767,-2.155597,-0.047316,1.053763,-1.332304,-0.691114,-0.092788,-0.849554,-0.474603,-0.448917,-0.328131,-0.152054,-0.025073,0.013451,3
349,'2016/07/31 16:12:05:891',4,34.242744,449.360229,-55.352509,22.199484,3.167896,-3.155776,-4.299439,-0.11771,2.013277,0.871626,-1.621,2.181155,3.415785,-1.671129,-0.269163,0.435873,-0.765748,-0.520202,-0.112549,-0.745943,-1.23899,-0.292108,-0.293477,-0.271185,-0.035128,0.0383,3
350,'2016/07/31 16:12:05:901',4,22.972189,484.138489,-56.293144,21.951389,3.444908,-2.528518,-4.223878,0.404035,2.641683,0.039758,-3.13014,2.188845,3.222126,-1.515164,-0.094944,0.355096,-0.831232,-0.661418,-0.073516,-0.498887,-0.644979,0.255285,-0.102533,-0.406959,0.148366,0.112858,3
351,'2016/07/31 16:12:05:911',4,32.126541,646.234924,-57.035213,20.801577,3.609635,-2.318407,-4.205372,0.842266,3.226133,0.581403,-3.85038,1.45022,3.575651,-1.06345,0.689488,0.039389,-1.023673,-0.645691,-0.351179,-0.325905,-0.547921,0.290218,0.049288,-0.52729,-0.488357,0.13101,3
352,'2016/07/31 16:12:05:931',4,26.545462,644.192017,-57.282181,20.094864,3.143406,-1.544878,-3.477758,0.78568,3.569538,1.44083,-2.617625,2.134925,2.960272,-1.286092,-0.407338,-0.237817,-2.122475,-1.260302,0.389373,0.061318,-0.079428,0.15582,0.176079,-0.199769,-0.084284,-0.038829,3
353,'2016/07/31 16:12:05:941',4,26.840424,633.763245,-55.262821,21.011295,3.160773,-2.766143,-3.6269,0.944846,2.791365,1.556076,-2.537871,2.597843,1.923507,-1.014224,0.071988,-0.321586,-1.551482,-1.287361,0.175966,0.069198,0.127419,-0.798268,0.207128,0.231507,-0.092749,-0.269977,3
354,'2016/07/31 16:12:05:951',4,22.211847,577.227966,-57.241722,21.716602,3.621328,-2.171797,-3.541461,0.803382,3.377709,0.680837,-2.435129,2.002314,2.139462,-1.060539,0.658003,0.223083,-2.041591,-0.823915,0.447899,0.016568,-0.330102,-0.683141,-0.155084,0.113473,-0.327129,-0.58035,3
355,'2016/07/31 16:12:05:961',4,17.807661,502.217987,-56.64793,22.147984,3.95356,-2.061086,-3.401411,0.670678,3.036892,0.628088,-1.810828,2.017586,2.191964,-1.360953,0.101578,0.676343,-2.255507,-1.212213,-0.080583,0.307972,0.153828,-0.507156,-0.063777,0.098279,-0.309252,0.107754,3
356,'2016/07/31 16:12:05:971',4,19.336433,584.119446,-53.557262,20.411989,2.315135,-1.306112,-3.440468,0.476004,2.838306,1.774117,-1.819195,3.090559,2.630799,-2.334363,0.407646,1.123644,-1.989454,-1.404647,-0.514305,0.329866,0.404399,-0.884317,-0.558468,0.242287,-0.270765,-0.06389,3
357,'2016/07/31 16:12:05:981',4,18.160566,557.460266,-54.41589,21.216814,2.526938,-0.958536,-2.951183,-0.358031,2.468456,0.703194,-1.758348,3.166637,2.548991,-1.958377,0.02761,1.070561,-1.706181,-1.447615,-0.09675,0.691094,0.403207,-0.794532,-0.583047,-0.263074,-0.265037,0.024832,3
358,'2016/07/31 16:12:05:991',4,17.123266,553.858948,-51.715004,21.570152,1.161839,-1.644454,-3.93622,-0.06372,2.574946,0.870731,-2.443953,2.371201,3.647771,-2.092495,-0.176858,1.225757,-1.945259,-1.594885,-0.285749,0.334656,0.420806,-0.435789,0.004078,0.03816,-0.150102,-0.08313,3
359,'2016/07/31 16:12:06:001',4,18.951439,552.199585,-53.66806,21.062817,1.155043,-1.910719,-3.314666,0.149723,2.077654,0.429773,-2.518942,1.666822,3.129773,-1.755888,-0.19386,1.465187,-1.488887,-0.994491,0.008149,0.167238,0.747455,0.136437,0.029876,-0.329821,-0.306376,-0.103878,3
360,'2016/07/31 16:12:06:011',4,15.687239,676.127747,-51.869778,20.468672,0.370948,-1.361948,-4.431211,-0.44361,3.21996,0.942248,-3.426242,1.944262,3.047136,-2.098746,-0.019911,0.869931,-1.022486,-1.070606,-0.489323,0.250424,0.311188,-0.489267,0.121049,0.347329,-0.161499,-0.099286,3
361,'2016/07/31 16:12:06:021',4,14.566331,763.732239,-53.920708,19.604319,0.009967,-0.916556,-3.844148,-0.857972,2.287281,0.0786,-3.025138,1.905833,3.388638,-2.413691,-0.016511,2.108875,-0.912746,-0.28516,-0.198773,-0.09571,0.524177,-0.502229,0.029259,0.170213,-0.30808,-0.410797,3
362,'2016/07/31 16:12:06:031',4,18.10935,730.570679,-55.563911,18.805857,-0.150059,-1.341885,-4.76279,-2.733159,1.682346,0.960212,-2.41273,3.069847,3.704448,-2.240431,0.079325,1.441494,-0.23909,-0.788291,-0.79609,-0.186059,-0.494221,-0.365282,-0.191939,-0.078248,-0.400968,-0.698094,3
363,'2016/07/31 16:12:06:041',4,22.977016,530.184937,-53.546638,18.902849,-1.363525,-3.515267,-5.910617,-0.408326,2.611739,0.42617,-2.765516,2.261832,4.117993,-1.107347,0.676542,2.074445,-1.331534,-2.12851,-0.143654,0.417987,0.08725,0.438825,-0.143233,-0.519801,-0.118795,-0.723171,3
364,'2016/07/31 16:12:06:051',4,23.657387,473.890259,-53.663109,19.999821,-0.507144,-2.936394,-5.859494,-1.510876,2.886158,1.028511,-2.460431,1.572649,2.935453,-1.232403,0.753967,2.197015,-1.601506,-2.781907,-0.17455,0.497812,0.049551,0.677036,-0.117164,-0.657323,0.212789,-0.275841,3
365,'2016/07/31 16:12:06:061',4,22.975449,491.766357,-53.361801,19.856607,-1.091957,-3.148604,-5.992023,-1.633293,3.60702,1.365705,-2.445874,2.13485,3.307437,-1.611931,0.167183,1.672041,-0.971733,-0.764167,-0.650539,-0.58925,0.342792,0.173837,0.272338,0.156108,0.213863,-0.158231,3
366,'2016/07/31 16:12:06:071',4,17.895481,586.379028,-53.176003,20.499821,-0.048542,-2.29024,-5.968523,-2.269677,3.686459,1.499927,-3.296086,2.078121,3.010669,-2.485498,0.414813,1.32801,-1.016675,-0.98076,-0.607935,0.354226,-0.196367,-0.371861,0.12938,0.010374,0.114539,-0.396405,3
367,'2016/07/31 16:12:06:081',4,16.615551,623.94104,-55.143871,19.414268,-0.041751,-1.881721,-5.822638,-2.603207,2.916461,1.369768,-2.899204,1.294882,2.820532,-2.123722,-0.050578,1.314359,-0.805947,-0.8198,-0.443756,0.015419,0.091817,0.444804,0.570271,0.462706,0.175927,-0.393022,3
368,'2016/07/31 16:12:06:091',4,20.264956,489.88327,-53.632397,19.822687,-0.368731,-1.396805,-6.176552,-3.389042,2.770759,0.94271,-2.85228,1.364959,2.666632,-1.646997,-0.093121,1.318196,-0.73291,-1.548278,-0.631116,0.228327,0.067972,0.254023,0.135254,0.096281,0.227653,-0.461375,3
369,'2016/07/31 16:12:06:101',4,22.249786,435.05658,-54.993908,20.036993,-0.019826,-2.336492,-6.201332,-3.080872,2.455941,0.629571,-2.550205,1.09949,2.137626,-1.839594,-0.095288,1.590828,-1.240627,-1.695385,-0.240099,0.106117,-0.139398,0.680753,0.952812,0.183878,0.318958,-0.187572,3
370,'2016/07/31 16:12:06:111',4,26.166265,427.114105,-52.933399,19.783421,0.476615,-1.832135,-7.244617,-2.917089,1.963658,0.352707,-2.696238,1.363204,2.887171,-1.896867,-0.14108,1.748402,-1.300327,-1.593395,-0.783729,0.054217,0.048995,-0.307991,0.104539,-0.127717,0.263788,-0.497717,3
371,'2016/07/31 16:12:06:121',4,25.887255,461.31897,-54.465405,19.89348,1.42979,-0.437801,-5.781609,-3.364399,1.507242,0.463173,-3.212737,1.17833,3.291769,-1.634644,-0.555215,1.064785,-1.127686,-1.359669,-0.741799,0.129211,0.624355,-0.100518,0.333886,0.419776,-0.02915,-0.086124,3
372,'2016/07/31 16:12:06:131',4,23.362993,468.940521,-52.958878,20.523666,0.454648,-0.325882,-5.385389,-3.405456,2.065869,0.418735,-2.83744,1.379535,3.045803,-1.989748,-0.16667,1.840052,-0.86633,-1.42982,-1.207382,0.122523,0.426562,-0.689925,-0.063919,0.268203,0.040999,-0.300537,3
373,'2016/07/31 16:12:06:141',4,28.671896,402.768372,-57.336151,20.004501,1.900324,-0.804073,-5.428607,-3.614926,1.246415,-0.190386,-2.473831,1.136075,2.533384,-1.09723,-0.267896,0.935744,-1.508107,-1.564082,-0.182624,-0.096663,-0.124463,0.681826,0.610562,-0.233191,-0.094701,0.09989,3
374,'2016/07/31 16:12:06:151',4,23.26675,488.051544,-56.445465,19.989708,1.666804,-0.135535,-4.575924,-2.649399,1.133938,-0.174825,-1.595596,0.844688,2.241236,-1.500918,-0.681681,1.728618,-0.706594,-0.984066,-0.037964,-0.275862,-0.104273,0.797079,0.431406,-0.001276,0.809409,-0.140845,3
375,'2016/07/31 16:12:07:641',4,21.580009,1168.281006,-95.716667,0,-0.000001,0.000002,-0.000005,-0.000004,-0.000005,0.000003,0.00001,-0.000002,-0.000001,-0.000001,-0.000009,-0.000003,0,0,0.000009,-0.000018,0,-0.000003,-0.000023,0.000003,0,-0.000017,3
376,'2016/07/31 16:12:07:651',4,17.26055,1031.601196,-95.652939,0.049219,0.019121,-0.001691,-0.001408,0.012441,0.023731,0.023266,0.014991,0.007046,0.002252,-0.000317,-0.001512,-0.001938,-0.001589,-0.00028,0.000985,0.001332,0.001266,0.000883,0.000125,-0.000485,-0.00078,-0.00067,3
377,'2016/07/31 16:12:07:661',4,13.673039,944.285645,-74.451347,13.440807,2.643348,-1.342022,-2.840705,-0.257777,4.094903,2.129155,-0.928876,1.057133,1.511644,-0.540598,-0.565771,-0.721296,-1.933181,-0.908431,0.432636,-0.36661,-0.319678,0.595968,0.323031,0.08664,0.183635,-0.17973,3
378,'2016/07/31 16:12:07:671',4,18.134081,935.959045,-66.752304,16.151632,2.699786,-0.627924,-3.315779,-0.229843,4.851224,1.782533,-1.565148,2.504145,1.791934,-1.06376,-0.946595,-0.827539,-1.809485,-1.332241,0.501373,-0.166778,-0.39976,0.359616,0.440419,-0.055747,0.201412,0.295889,3
