@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10}

@data
2020,'2016/07/31 16:17:43:538',19,4.754159,2032.484863,-30.433094,15.198464,-9.035388,-0.325648,-8.738428,1.036986,0.647496,-2.603891,-3.646071,2.350978,1.996214,-3.400185,-0.209977,-0.669914,-1.17323,0.328706,-2.255443,-1.822985,0.699566,0.061366,0.54757,1.134382,-1.51146,0.810718,4
2021,'2016/07/31 16:17:43:548',19,5.275562,1900.328735,-31.824497,15.07546,-9.258649,-1.701896,-8.641022,0.879641,0.617957,-3.100531,-3.502568,2.561247,1.540351,-3.187533,-0.612661,-0.585246,-1.248898,0.467564,-2.507567,-1.858588,0.627166,0.078419,0.537241,1.148532,-1.32065,0.57149,4
2022,'2016/07/31 16:17:43:558',19,6.3826,1714.87085,-31.030807,14.577414,-8.749442,-1.529092,-7.907007,0.545572,0.771112,-2.854847,-3.89073,2.342003,1.637545,-3.137916,-0.942348,-0.451184,-1.290524,0.196239,-2.486133,-1.61056,0.554431,-0.137972,0.606601,1.161782,-1.32531,0.544527,4
2023,'2016/07/31 16:17:43:568',19,4.449834,2068.125977,-31.105291,14.49632,-8.240273,-0.888517,-8.433888,0.247565,0.566058,-2.752576,-3.790358,2.446668,1.15699,-3.379306,-0.528792,-0.322053,-1.490034,0.304342,-2.431823,-1.442671,0.317297,-0.421266,0.621717,1.319521,-1.294117,0.337701,4
2024,'2016/07/31 16:17:43:578',19,3.918595,2361.827148,-31.34347,14.951728,-6.158017,0.923833,-8.75271,-0.974116,1.078064,-1.338103,-3.264106,2.772686,0.470517,-3.032799,0.082383,0.463766,-1.938023,0.303231,-1.901782,-1.285421,0.285026,-0.880292,1.018818,1.431529,-1.310707,0.208188,4
2025,'2016/07/31 16:17:43:588',19,3.200799,2469.981934,-31.928476,15.291753,-6.751502,1.206302,-9.451157,-1.439242,0.529662,-0.973642,-3.470329,1.722787,0.850222,-3.473785,0.478821,0.007236,-1.47246,-0.425781,-1.543134,-1.213746,-0.293589,-0.795415,0.784047,1.274073,-1.385398,0.389292,4
2026,'2016/07/31 16:17:43:598',19,3.102685,2499.956543,-30.167524,15.19838,-6.361461,1.247542,-9.11761,-1.019221,0.577691,-0.921384,-3.809511,2.224838,0.956825,-2.71693,0.070794,-0.359549,-1.160159,0.448797,-1.841953,-1.761002,0.186059,-0.808423,0.798352,1.014014,-1.153873,0.282588,4
2027,'2016/07/31 16:17:43:608',19,3.381607,2641.356445,-30.12623,15.403698,-5.942684,1.973222,-8.607471,0.097961,-0.047218,-1.800915,-2.82258,2.269666,1.114792,-3.067443,0.516966,-0.183826,-1.363292,0.267958,-1.245762,-1.551588,0.025829,-1.044771,0.72192,1.163582,-1.204642,0.624421,4
2028,'2016/07/31 16:17:43:618',19,3.03727,2586.838135,-31.484322,15.211517,-5.603021,2.571178,-8.064693,-1.363795,-0.451208,-0.613432,-2.379438,2.9559,-0.782786,-4.287363,0.964919,1.097089,-0.741474,-0.87763,-1.453969,-1.405624,0.210234,-1.009837,0.774892,0.316751,-0.794548,1.073219,4
2029,'2016/07/31 16:17:43:629',19,3.125006,2530.161865,-31.629923,15.944844,-5.193379,2.194911,-7.529822,-0.877414,0.55607,-1.075219,-3.103884,3.249518,-0.033167,-3.961653,0.830415,0.498714,-0.347249,-0.414398,-1.208181,-1.298393,-0.479615,-0.79871,1.039478,0.580146,-0.891041,0.70954,4
2030,'2016/07/31 16:17:43:638',19,4.077019,2304.957764,-32.82756,15.336739,-4.409196,3.17723,-7.986524,-1.857319,-0.786821,-0.871989,-1.747768,3.159108,-0.280825,-4.484643,0.726166,1.653391,-0.428343,-1.352332,-1.332865,-1.107709,-0.350425,-0.437967,0.659614,0.186936,-0.831782,0.934811,4
2031,'2016/07/31 16:17:43:649',19,4.582942,2187.067383,-31.974619,15.683963,-5.047749,2.714214,-8.408175,-1.30587,-0.413595,-1.211901,-2.056439,2.521965,-0.11185,-3.550855,0.826039,1.171439,-1.038217,-0.764888,-1.113758,-1.398062,-0.106223,-0.831357,0.704453,0.480647,-0.96677,0.876675,4
2032,'2016/07/31 16:17:43:658',19,4.231209,2304.17749,-31.752462,15.529607,-5.674403,2.366688,-8.254947,-1.474292,-0.227791,-1.71065,-2.360067,2.412861,0.172232,-3.155895,0.338146,0.621128,-1.233075,-0.269232,-1.20576,-1.637303,-0.028466,-1.166467,1.020003,0.672032,-1.067428,0.508199,4
2033,'2016/07/31 16:17:43:668',19,5.927186,2077.479004,-31.141254,16.062199,-5.91165,0.866238,-8.356788,-0.34159,-0.14034,-1.377336,-2.723939,1.894155,0.300943,-2.676439,-0.005324,0.322043,-0.907725,-0.455865,-1.018602,-1.701499,0.022203,-1.238585,1.133245,0.83798,-0.894512,0.201025,4
2034,'2016/07/31 16:17:43:679',19,3.612326,2347.74707,-32.064121,16.173763,-6.514333,1.129278,-8.771515,-0.969366,0.83589,-1.356375,-3.460572,2.494151,0.121413,-3.020106,0.575629,-0.552717,-1.115462,0.040185,-1.451185,-1.978753,0.479447,-1.093774,0.931218,1.157176,-0.840449,-0.13062,4
2035,'2016/07/31 16:17:43:688',19,3.435698,2407.224854,-32.637085,15.8758,-6.806463,0.641894,-8.840308,0.135077,0.609859,-1.678297,-3.996015,2.247988,1.674356,-3.604481,0.067805,-0.578839,-1.214577,-0.135766,-1.540864,-1.950322,0.286091,-0.408284,1.198328,0.784483,-1.527095,0.946685,4
2036,'2016/07/31 16:17:43:698',19,4.541365,2200.720215,-32.9855,15.928073,-6.831173,0.820237,-8.320598,0.28011,0.759714,-1.904283,-3.863875,2.253087,2.27825,-3.670545,-0.147506,-0.494189,-1.33907,-0.108494,-1.753534,-1.819902,0.523954,-0.138505,1.412784,0.597295,-1.704056,1.176497,4
2037,'2016/07/31 16:17:43:708',19,5.934103,1885.241699,-34.095924,16.38764,-8.145007,-0.429849,-8.219744,0.504333,0.156401,-2.566071,-3.619674,1.988503,2.099968,-4.186055,-0.092597,-1.043354,-0.910687,-0.439819,-2.425649,-1.36554,0.409787,-0.046396,0.596016,1.39466,-1.698877,0.571042,4
2038,'2016/07/31 16:17:43:718',19,6.360167,1676.9198,-35.355064,16.232653,-8.805805,-1.38577,-7.37063,1.479756,0.256411,-3.044843,-3.303603,2.175267,2.142261,-3.894217,-0.023146,-1.219473,-1.351338,-0.084531,-2.314009,-1.735825,0.735178,0.360427,0.590672,1.206691,-1.475329,0.593979,4
2039,'2016/07/31 16:17:43:729',19,8.874121,1300.865845,-34.559826,16.481937,-8.693901,-1.307232,-7.561027,2.181275,1.34021,-2.212078,-3.037017,2.546747,2.687302,-3.712642,-0.019983,-0.612031,-0.598524,0.365484,-2.03953,-1.747096,0.731209,0.36486,0.522136,1.378799,-1.108059,0.731448,4
2040,'2016/07/31 16:17:43:738',19,8.007445,1354.009155,-35.69685,16.025015,-9.39943,-1.708341,-7.836384,1.144132,0.754922,-2.834817,-3.550544,2.280092,2.504683,-4.068195,-0.021563,-0.691364,-0.799395,0.201326,-2.184375,-1.602103,0.386212,0.249689,0.512849,1.314889,-1.290586,0.597816,4
2041,'2016/07/31 16:17:43:748',19,9.034489,1392.744019,-37.330471,16.149721,-8.01513,-1.771113,-8.61132,0.949009,-0.050093,-2.909729,-3.223502,1.232398,2.630731,-3.938661,-0.717891,-0.152613,-1.138854,-0.192679,-1.989486,-1.701334,0.233066,-0.322483,0.535357,1.169862,-1.361201,0.570235,4
2042,'2016/07/31 16:17:43:758',19,9.194448,1479.497925,-37.544338,16.425835,-5.936937,0.911252,-7.847331,-1.323825,-0.813511,-0.956849,-1.611283,1.550831,0.743104,-4.09636,0.547434,0.412952,-0.82846,-0.905412,-1.77295,-1.053583,0.031865,-0.447351,0.232357,1.173707,-1.017904,0.497733,4
2043,'2016/07/31 16:17:43:768',19,9.124675,1489.66626,-36.321918,17.657522,-5.816958,0.294234,-7.438654,0.136075,-0.058009,-1.594231,-2.18998,1.881626,1.512667,-3.885789,0.644463,0.212974,-0.768647,0.062469,-1.646124,-1.166966,-0.109599,-0.716676,0.564417,1.45432,-1.250413,0.400014,4
2044,'2016/07/31 16:17:43:779',19,6.539481,1724.28833,-38.483826,17.395838,-4.942356,1.355446,-6.687381,-0.731995,-0.71067,-1.92569,-1.10399,2.859105,0.464865,-5.042966,1.155042,1.466051,-1.365198,-0.498055,-1.622255,-0.879536,0.146823,-1.059278,0.349799,0.815074,-1.145989,1.41976,4
2045,'2016/07/31 16:17:43:788',19,8.672543,1607.244385,-39.855236,16.955566,-4.747158,1.608467,-6.784739,0.004427,-0.036781,-2.157103,-1.339105,2.423285,0.989259,-5.395547,0.033622,2.269072,-0.466063,-0.859173,-1.53851,-0.956262,-0.340906,-0.85354,0.708252,0.876099,-1.071958,0.821987,4
2046,'2016/07/31 16:17:43:798',19,7.943037,1765.215088,-42.730236,16.570257,-3.580229,3.08626,-6.917102,-0.512759,-0.637501,-3.795121,-0.317762,2.35203,1.568014,-4.21083,-0.201701,2.232456,-1.497824,-0.928255,-1.203682,-0.609259,-0.084982,-0.993665,0.570169,0.303492,-0.644818,0.860056,4
2047,'2016/07/31 16:17:43:808',19,9.134991,1612.462891,-45.1152,17.129202,-3.341556,1.608268,-7.249494,-1.020931,-0.021186,-3.67228,-1.42885,1.749665,1.534351,-3.938701,-0.256899,1.749756,-1.402357,-0.725032,-1.410656,-1.032829,-0.333475,-0.782406,0.903125,0.53611,-1.184169,0.426996,4
2048,'2016/07/31 16:17:43:818',19,11.297676,1228.439941,-48.996677,17.744963,-2.165564,0.452044,-6.890288,-1.116116,0.537838,-3.768597,-2.27384,1.639187,1.975474,-3.239999,-0.506852,0.958459,-1.986356,-0.2912,-1.071734,-1.172421,-0.317857,-0.729116,1.242727,0.56368,-1.361434,0.463266,4
2049,'2016/07/31 16:18:19:698',20,19.337105,1363.544067,-95.716667,0,-0.000001,0.000002,-0.000005,-0.000004,-0.000005,0.000003,0.00001,-0.000002,-0.000001,-0.000001,-0.000009,-0.000003,0,0,0.000009,-0.000018,0,-0.000003,-0.000023,0.000003,0,-0.000017,1
2050,'2016/07/31 16:18:19:708',20,23.995335,1354.485229,-85.055443,7.380528,2.695203,1.170009,-0.500502,-2.816437,-2.132111,0.281178,1.032437,0.721554,0.684035,0.536295,0.142134,-0.395004,-0.818461,-0.44849,0.152181,-0.13297,-0.404814,0.115617,0.149565,-0.459159,-0.243772,0.349756,1
2051,'2016/07/31 16:18:19:718',20,19.154232,1644.141724,-72.162399,11.531971,-1.069961,1.150817,0.807161,-4.506521,-1.937122,1.666153,0.930449,0.753115,1.422572,0.094942,-0.122417,-0.050988,-0.596561,-0.539081,0.43664,0.20354,0.198402,0.713344,0.427707,-0.20005,0.036865,0.138331,1
2052,'2016/07/31 16:18:19:728',20,6.392366,1996.819214,-59.368042,14.051566,-3.710638,3.955938,1.809957,-6.499538,-1.6143,1.789111,0.506315,1.347346,1.587238,-0.869109,0.376053,-0.372641,-0.714097,-0.730697,-0.220238,-0.375929,-0.328449,0.895161,0.488763,-0.645378,0.156351,-0.450519,1
2053,'2016/07/31 16:18:19:738',20,11.716293,2237.239014,-56.203281,15.418222,-2.661252,4.046025,2.157665,-6.443777,-0.789546,0.772267,-0.210668,0.607034,1.569339,-0.163137,1.186527,-0.894079,-1.334049,-1.284362,0.179714,0.340315,0.158368,0.900031,0.636784,-0.679511,-0.115932,-0.465175,1
2054,'2016/07/31 16:18:19:748',20,10.82446,2147.811768,-53.183933,15.926826,-3.157826,3.880296,2.490983,-7.392978,-0.847575,1.401336,0.131614,1.198777,1.881192,-1.20794,1.145378,-0.847597,-1.044715,-0.749382,-0.455896,-0.428044,0.021942,0.80713,0.545229,-0.537312,-0.184966,-0.391455,1
2055,'2016/07/31 16:18:19:758',20,9.548631,2096.57251,-50.628071,15.661211,-3.373998,3.693126,1.811067,-6.796865,-0.626899,1.003379,-0.360776,1.015529,1.463909,-0.454271,1.162116,-1.142983,-1.077934,-0.863151,0.21931,0.37873,-0.266479,1.262349,0.560944,-0.490679,0.400316,-0.877343,1
2056,'2016/07/31 16:18:19:768',20,8.82833,2011.513916,-46.664795,15.018251,-4.308147,3.028451,2.563922,-6.895067,-1.046243,1.961681,0.067331,1.713156,1.663759,-0.675003,0.907978,-1.165299,-0.48086,-1.009234,-0.440727,0.342791,-0.346621,1.11638,0.562996,-0.536871,0.578466,-0.621736,1
2057,'2016/07/31 16:18:19:778',20,6.116992,1989.221558,-47.185776,15.506314,-3.22588,5.103555,1.800784,-6.816925,-1.313699,0.897115,-1.217431,1.453045,0.876916,0.291464,1.224572,-1.138982,-1.051931,-2.14261,-0.164015,0.438757,0.127195,1.595801,0.480353,-0.993918,0.120185,-1.314899,1
2058,'2016/07/31 16:18:19:788',20,4.678597,1874.463379,-45.628891,16.091015,-4.674875,4.056997,1.177,-6.92014,-2.045402,2.190766,-0.4847,1.635121,1.408434,-0.61383,0.58451,-0.932382,-0.077828,-1.5146,-0.493676,0.210437,-0.470064,1.468021,0.592779,-0.925114,0.766977,-1.121366,1
2059,'2016/07/31 16:18:19:798',20,7.707441,1762.505615,-45.035992,16.623249,-4.061281,4.250781,2.213449,-7.731978,-1.764988,0.583928,-0.677339,1.437255,1.20218,-0.763912,2.036786,-0.879835,-1.70938,-1.88336,-0.432881,0.462748,0.404687,1.844057,0.73195,-1.089879,0.002276,-0.836224,1
2060,'2016/07/31 16:18:19:808',20,11.799823,1520.188232,-42.591255,16.769342,-4.814373,2.838273,1.532858,-7.891124,-1.185459,0.960501,-0.313458,1.889867,1.59263,-0.773731,0.903105,-1.17247,-0.423313,-1.483473,-0.454273,0.318693,0.399048,1.143816,0.890135,-0.330404,0.307514,-0.331976,1
2061,'2016/07/31 16:18:19:818',20,9.450877,1498.748169,-44.471725,17.395128,-3.444016,3.51658,1.295119,-7.779096,-1.442771,0.903763,-0.901193,1.985386,1.505957,-1.016661,1.268998,-1.178183,-1.118604,-1.417261,-0.256858,0.041861,0.133337,1.494144,1.190375,-0.585878,0.064764,-0.73346,1
2062,'2016/07/31 16:18:19:828',20,20.243328,1264.514038,-42.275574,16.846802,-3.352898,1.525044,1.247583,-7.546334,-1.759547,0.76151,-0.166657,1.82902,1.631641,-1.340686,1.692798,-1.713452,-0.558558,-1.029025,-0.520674,0.279296,0.021432,0.811478,0.97888,-0.665478,0.406735,-0.072666,1
2063,'2016/07/31 16:18:19:838',20,14.389333,1413.903076,-42.586533,16.537483,-3.145449,4.074203,2.273016,-9.079432,-2.861916,1.309493,-0.147825,1.990143,1.60614,-1.39852,0.748578,-1.32556,-0.574988,-1.527431,-0.108348,-0.444177,-0.188561,1.103473,0.62695,-1.000076,0.548921,-0.481695,1
2064,'2016/07/31 16:18:19:848',20,14.556713,1738.315552,-43.588051,16.091988,-3.945976,3.398326,1.815762,-7.485815,-1.930162,0.096665,-0.813378,1.554459,2.11498,-0.964217,1.236738,-1.909306,-0.543755,-1.154573,-0.560111,0.051064,-0.006552,2.006195,1.038796,-0.916035,0.652054,-0.559446,1
2065,'2016/07/31 16:18:19:858',20,10.564564,1756.808838,-43.003448,16.644566,-3.990599,4.521243,2.29561,-8.477582,-1.866966,0.314705,-0.134285,1.935874,2.069055,-1.876764,1.402754,-1.281445,-0.561657,-0.936371,-0.974988,-0.294268,-0.408712,1.635277,0.616109,-1.03597,0.291092,-0.680707,1
2066,'2016/07/31 16:18:19:868',20,11.75025,1738.48938,-44.173687,16.558992,-3.510068,2.489746,1.986365,-7.810435,-1.818154,0.764514,-1.433247,2.132965,2.157531,-1.394043,1.946147,-1.71271,-1.039894,-0.581044,-0.216743,-0.38513,0.377393,0.995926,1.509058,-0.392435,-0.104497,-0.227387,1
2067,'2016/07/31 16:18:19:878',20,12.199505,1541.444824,-42.482861,16.524033,-3.858843,2.491294,1.365831,-7.503276,-1.750655,1.306465,-1.744944,1.855561,1.411547,0.051744,0.974482,-1.584817,0.035472,-1.238303,0.028764,-0.442506,-0.608414,0.553991,1.133684,-0.78063,0.105454,-0.500094,1
2068,'2016/07/31 16:18:19:888',20,9.747087,1613.819336,-44.673435,16.402761,-3.280666,3.332091,2.293813,-7.220754,-2.527177,1.57123,-1.373768,2.442006,2.00862,-0.882726,0.479117,-1.325274,0.030982,-1.271812,-0.634614,-0.725619,-0.006376,0.558702,1.2389,-0.753288,-0.254756,-0.409077,1
2069,'2016/07/31 16:18:19:898',20,10.529206,1654.436157,-43.56131,17.429983,-4.407198,2.453712,2.682183,-6.661945,-1.252097,0.361306,-1.343685,1.176016,2.32082,-1.295857,1.454392,-1.18408,-0.299753,-0.887937,-0.619982,-0.391045,0.401925,-0.157417,0.947661,-0.289336,-0.294043,0.012607,1
2070,'2016/07/31 16:18:19:908',20,11.313035,1807.711182,-44.244823,16.082878,-2.777674,3.639752,2.926065,-6.523701,-2.170329,1.504292,-1.359094,1.961107,1.587867,-1.166722,1.068636,-1.568336,-0.226794,-1.032067,-0.717873,-0.773209,0.097291,0.264612,1.627387,-0.542019,-0.541032,-0.46551,1
2071,'2016/07/31 16:18:19:918',20,11.665043,2157.426514,-42.914124,14.358262,-2.872697,4.07503,1.355953,-6.933666,-1.186485,0.283771,-1.268271,1.654197,1.090117,-0.441422,0.827646,-1.924303,-0.243907,-1.844285,-0.011899,-0.185841,0.182858,1.035064,1.699112,-0.346954,0.221194,-1.066133,1
2072,'2016/07/31 16:18:19:928',20,10.107524,1974.748779,-41.891735,15.584368,-3.386395,4.344354,1.783349,-7.503149,-1.800133,0.940384,-0.605113,2.206213,0.753099,-0.706076,1.187124,-1.824153,-0.429342,-1.462034,-0.231088,-0.486693,-0.471051,0.80569,1.424466,-0.894855,0.249709,-1.123849,1
2073,'2016/07/31 16:18:19:938',20,8.002117,1848.116211,-42.436474,15.465489,-3.864295,3.138307,1.515332,-7.336449,-2.063659,1.148888,-1.638865,1.898064,1.568149,-0.85005,0.684515,-1.335861,-0.802247,-1.345773,-0.48542,-0.547315,0.453555,1.426903,1.376991,-0.577577,0.09453,-0.503095,1
2074,'2016/07/31 16:18:19:948',20,9.749795,1774.108521,-40.675007,16.652382,-4.177669,1.885582,1.975512,-8.176285,-1.04177,0.374737,-0.784116,1.896806,1.592951,-1.116691,0.832667,-1.260576,-0.020682,-1.13968,-0.578547,-0.29263,0.196159,0.720818,0.616988,-0.649271,0.004234,0.360024,1
2075,'2016/07/31 16:18:19:958',20,8.251685,1700.778809,-40.17979,16.247942,-4.447267,3.689283,1.838961,-7.873778,-2.413973,1.680514,-0.264325,2.357453,1.935592,-1.797678,1.414207,-1.586245,-0.428189,-1.035487,-0.575029,0.158457,-0.562845,0.589073,0.750744,-0.62237,0.474762,-0.533088,1
2076,'2016/07/31 16:18:19:968',20,6.034196,1777.0354,-39.307251,17.159182,-6.342068,2.381998,1.927763,-7.915356,-1.002388,2.014609,0.199187,1.823176,1.594631,-0.982492,1.266298,-1.381099,-0.219654,-1.141357,-0.308374,-0.124204,-0.185465,0.372026,0.933523,-0.466348,0.275322,-0.104621,1
2077,'2016/07/31 16:18:19:978',20,2.945016,2048.468994,-42.269394,16.085367,-4.840195,3.139289,3.613633,-6.972145,-1.541736,2.322864,-1.407909,2.205443,1.721286,-1.050876,0.82465,-0.876948,-0.874772,-0.323591,0.038625,0.481631,-0.175749,-0.055831,-0.013281,-0.408511,0.032761,0.105866,1
2078,'2016/07/31 16:18:19:988',20,5.669957,2293.521484,-41.014259,14.669733,-4.870926,3.68318,4.131366,-7.950754,0.006228,0.994786,-0.073433,2.223854,2.793179,-0.873451,0.452354,-1.434808,-0.119506,-0.62715,-0.288132,0.121361,-0.006384,0.072518,0.335856,-0.449546,-0.075883,-0.29059,1
2079,'2016/07/31 16:18:19:998',20,6.648962,2369.133057,-42.169495,15.209207,-5.107603,4.060658,4.420711,-7.444874,0.103701,1.520787,-1.064765,2.673367,2.117852,-0.829219,0.822853,-1.191167,-0.185382,-0.860246,0.066101,-0.071194,0.460003,-0.207205,0.114218,-0.665681,-0.449561,-0.295094,1
2080,'2016/07/31 16:18:20:008',20,2.213003,2155.807861,-41.35186,15.313991,-5.878154,5.01019,3.73918,-6.501979,-1.748585,1.887636,-0.583162,4.127426,2.236804,-0.09737,0.905956,-1.566973,-0.314183,-0.704537,-0.233524,-0.166211,-0.58898,-0.68972,0.162279,-0.833652,-0.243674,-0.352463,1
2081,'2016/07/31 16:18:20:018',20,2.348481,2088.307861,-42.015343,15.845722,-5.604131,4.005787,3.113871,-6.75339,-0.659937,2.466772,-0.367877,3.016203,1.943194,-0.283114,1.323385,-0.849933,-0.702876,-0.690261,-0.039859,-0.252592,-0.668309,-0.595774,0.137637,-0.614822,-0.604114,-0.478552,1
2082,'2016/07/31 16:18:20:028',20,1.515751,2127.265381,-39.056255,14.716256,-5.456266,4.651523,2.547925,-6.602731,-1.060367,2.767413,-0.532212,2.904789,1.986532,-0.953551,-0.043735,-0.939827,0.446375,-0.642209,-0.579033,-0.229899,-0.430903,0.010822,0.582287,-0.872848,-0.044651,-0.35409,1
2083,'2016/07/31 16:18:20:038',20,3.105283,2170.649414,-39.261372,14.909307,-6.153482,3.011321,2.976799,-6.63525,0.675669,1.837604,-0.159857,2.708155,1.885089,-0.785958,1.485555,-1.405107,0.09614,-0.785111,-0.427277,-0.105073,-0.078304,-0.567294,0.444996,-1.028257,-0.392054,-0.039481,1
2084,'2016/07/31 16:18:20:048',20,4.466986,2183.180664,-40.157887,16.159252,-6.168831,2.892023,2.347067,-8.124058,-0.501737,2.181241,0.201804,2.556892,2.589216,-0.908877,1.09321,-0.690394,0.174655,-0.995201,-0.915968,-0.086453,-0.485185,-0.026386,0.069769,-1.069419,-0.023168,-0.289595,1
2085,'2016/07/31 16:18:20:058',20,5.218559,2070.833008,-40.036572,15.338683,-6.212148,2.868901,1.163531,-6.41438,-0.570067,2.001229,1.117731,0.659149,1.673164,-0.04534,0.203614,-0.426267,-0.649607,-1.722782,0.43154,-0.140166,0.001943,-0.110634,1.291953,0.157468,-0.093,0.237798,1
2086,'2016/07/31 16:18:20:068',20,4.766154,2042.429565,-39.976677,15.744365,-6.304894,2.793166,0.395917,-6.035267,-0.565656,2.299839,-0.590025,2.266285,1.072114,-1.417252,1.313038,-1.193749,0.131597,-0.419648,-0.735887,-0.026425,-0.142974,0.050095,1.373364,-0.381878,-0.029834,0.390731,1
2087,'2016/07/31 16:18:20:078',20,2.632772,2066.084229,-39.680477,15.151722,-6.192214,3.344172,0.634435,-6.529311,-1.281585,1.884718,-0.277106,1.956337,0.207359,-0.849874,0.610439,-0.448907,-0.122107,-1.212071,0.434654,-0.120256,-0.194532,0.644585,1.446097,-0.063148,0.526375,0.039485,1
2088,'2016/07/31 16:18:20:088',20,4.2584,1661.311768,-40.910591,17.46138,-5.753918,2.682553,0.523881,-6.458865,-2.817993,1.51385,0.240376,2.059771,0.709286,-0.512544,0.838406,-0.454681,-0.834493,-1.591808,0.423005,-0.588302,-0.020415,0.286191,0.930167,-0.500866,-0.105951,-0.058391,1
2089,'2016/07/31 16:18:20:098',20,5.192138,1764.583496,-42.042049,16.169849,-4.655236,4.827921,1.903658,-8.393497,-2.137987,1.06653,0.073065,2.380808,1.633928,-1.188228,0.572724,-1.355354,-0.627195,-1.456299,0.125801,0.016306,0.243316,-0.104525,0.447997,-0.365705,0.636742,0.496553,1
2090,'2016/07/31 16:18:20:108',20,8.163241,1776.633301,-41.350227,16.710541,-4.397866,2.580844,1.661754,-7.448793,-1.440151,0.895925,-0.420664,2.004624,2.01891,-1.220558,0.746629,-1.59504,0.39175,-0.776652,-0.714486,-0.544723,0.230558,0.050924,0.531248,-0.573016,0.262541,0.056873,1
2091,'2016/07/31 16:18:20:118',20,5.901413,1844.762451,-45.233418,16.812256,-5.039324,4.401358,1.666412,-8.069846,-1.898813,1.409568,-0.014695,1.93891,1.802649,-1.779695,0.507392,-0.267217,-0.655725,-1.300951,-0.506019,-0.487554,0.372988,0.452867,0.521309,-0.300423,0.248373,0.149373,1
2092,'2016/07/31 16:18:20:128',20,3.806767,1869.473267,-42.506622,16.339546,-5.747824,2.511325,1.45681,-7.589312,-1.298097,1.190097,-1.272179,2.226768,1.385147,-0.663018,0.99932,-0.859667,-0.56016,-1.05735,-0.056971,0.082871,0.936638,0.05813,1.112666,0.007043,-0.260843,0.858016,1
2093,'2016/07/31 16:18:20:138',20,2.680227,1820.904053,-41.50425,17.635942,-6.637293,3.171257,2.154107,-8.344547,-1.795056,1.80909,-0.302861,2.392131,0.900215,-0.264519,0.612677,-0.451128,-1.003991,-1.383924,-0.1455,-0.006429,-0.077699,-0.042047,0.458046,-0.015914,-0.414735,0.241029,1
2094,'2016/07/31 16:18:20:148',20,5.212448,1764.359619,-40.861771,16.383381,-6.44441,2.355255,1.336029,-8.210417,-1.168723,0.509643,0.807306,1.522346,0.611515,-0.729125,1.574671,-0.965187,-0.919819,-1.386427,0.477823,0.052123,0.092527,0.332662,1.233704,-0.114478,0.105643,0.267297,1
2095,'2016/07/31 16:18:20:158',20,5.976352,1682.385132,-42.32489,17.546278,-5.679172,3.197793,1.925348,-8.864124,-1.62296,1.895384,-0.240582,2.257365,0.274404,-0.299075,1.160232,-0.941439,-0.517343,-1.746776,0.116739,-0.127065,-0.047236,-0.334555,0.635916,-0.245862,-0.218974,0.11172,1
2096,'2016/07/31 16:18:20:168',20,4.215357,1576.761353,-44.066273,17.692995,-5.867374,3.673574,1.818182,-8.12175,-1.582619,0.869751,-0.01228,1.919003,0.372206,-0.791686,0.961816,-0.853379,-1.352324,-1.123478,0.268574,-0.122878,-0.205503,0.397241,1.571954,0.190273,-0.393047,0.009156,1
2097,'2016/07/31 16:18:20:178',20,4.836601,1556.432739,-41.781933,17.963224,-6.741058,2.361423,1.610959,-7.803439,-1.462865,1.056077,0.732831,2.02809,0.197957,-0.928906,1.215133,-0.831981,-0.718779,-1.141217,0.297486,-0.37134,0.05528,-0.019179,1.09664,0.092721,-0.454419,0.570146,1
2098,'2016/07/31 16:18:20:188',20,4.449781,1571.000122,-42.751343,17.65099,-6.828045,3.073154,1.613668,-7.599817,-1.745798,1.639725,-0.028849,2.060518,-0.171341,-0.556811,0.974011,-1.117491,-0.616408,-1.274926,0.470846,-0.318364,0.174823,0.268117,1.438336,0.419789,-0.032191,0.226606,1
2099,'2016/07/31 16:18:20:198',20,3.426375,1804.118408,-40.052589,17.371326,-7.373064,2.363668,2.201943,-9.082821,-0.836834,1.139023,0.437012,1.673171,0.716405,-0.990639,0.826029,-0.918278,-0.143479,-1.479321,0.196858,-0.337111,-0.132435,0.016578,1.088249,-0.192544,-0.17037,0.154284,1
2100,'2016/07/31 16:18:20:208',20,5.425175,1903.268433,-41.762608,16.952589,-5.709654,3.7192,2.341497,-9.261181,-1.29855,0.843,0.745081,2.17325,0.289098,-1.168556,0.757937,-0.942559,-0.557032,-1.541789,0.458046,-0.374657,-0.442898,0.373318,1.010466,-0.149432,0.090123,-0.142206,1
